"","Hugo_Symbol","Entrez_Gene_Id"
"390190","OR5B2",390190
"441608","OR5B3",441608
"392391","OR5C1",392391
"390142","OR5D13",390142
"219436","OR5D14",219436
"390144","OR5D16",390144
"219438","OR5D18",219438
"26343","OR5E1P",26343
"338674","OR5F1",338674
"403273","OR5H14",403273
"403274","OR5H15",403274
"26341","OR5H1",26341
"79310","OR5H2",79310
"79295","OR5H6",79295
"10798","OR5I1",10798
"282775","OR5J2",282775
"26339","OR5K1",26339
"402135","OR5K2",402135
"403277","OR5K3",403277
"403278","OR5K4",403278
"219437","OR5L1",219437
"26338","OR5L2",26338
"390167","OR5M10",390167
"219487","OR5M11",219487
"390168","OR5M1",390168
"219482","OR5M3",219482
"219484","OR5M8",219484
"390162","OR5M9",390162
"120065","OR5P2",120065
"120066","OR5P3",120066
"219479","OR5R1",219479
"390155","OR5T1",390155
"219464","OR5T2",219464
"390154","OR5T3",390154
"81696","OR5V1",81696
"390148","OR5W2",390148
"8590","OR6A2",8590
"135946","OR6B1",135946
"389090","OR6B2",389090
"150681","OR6B3",150681
"390321","OR6C1",390321
"341416","OR6C2",341416
"254786","OR6C3",254786
"341418","OR6C4",341418
"403282","OR6C65",403282
"403284","OR6C68",403284
"283365","OR6C6",283365
"390327","OR6C70",390327
"254783","OR6C74",254783
"390323","OR6C75",390323
"390326","OR6C76",390326
"343169","OR6F1",343169
"81448","OR6K2",81448
"391114","OR6K3",391114
"128371","OR6K6",128371
"390261","OR6M1",390261
"128372","OR6N1",128372
"81442","OR6N2",81442
"128366","OR6P1",128366
"219952","OR6Q1",219952
"341799","OR6S1",341799
"219874","OR6T1",219874
"346517","OR6V1",346517
"89883","OR6W1P",89883
"390260","OR6X1",390260
"391112","OR6Y1",391112
"390892","OR7A10",390892
"26333","OR7A17",26333
"26659","OR7A5",26659
"26664","OR7C1",26664
"26658","OR7C2",26658
"162998","OR7D2",162998
"125958","OR7D4",125958
"283491","OR7E156P",283491
"26648","OR7E24",26648
"26636","OR7E37P",26636
"219445","OR7E5P",219445
"79315","OR7E91P",79315
"125962","OR7G1",125962
"390882","OR7G2",390882
"390883","OR7G3",390883
"390275","OR8A1",390275
"219858","OR8B12",219858
"26595","OR8B2",26595
"390271","OR8B3",390271
"283162","OR8B4",283162
"26493","OR8B8",26493
"283159","OR8D1",283159
"283160","OR8D2",283160
"338662","OR8D4",338662
"26492","OR8G2",26492
"219865","OR8G5",219865
"219469","OR8H1",219469
"390151","OR8H2",390151
"390152","OR8H3",390152
"120586","OR8I2",120586
"219477","OR8J1",219477
"81168","OR8J3",81168
"390157","OR8K1",390157
"219473","OR8K3",219473
"219453","OR8K5",219453
"341568","OR8S1",341568
"219417","OR8U1",219417
"135924","OR9A2",135924
"130075","OR9A4",130075
"283189","OR9G4",283189
"504191","OR9G9",504191
"219954","OR9I1",219954
"441639","OR9K2",441639
"219956","OR9Q1",219956
"219957","OR9Q2",219957
"84876","ORAI1",84876
"80228","ORAI2",80228
"93129","ORAI3",93129
"220064","ORAOV1",220064
"4998","ORC1L",4998
"4999","ORC2L",4999
"23595","ORC3L",23595
"5000","ORC4L",5000
"5001","ORC5L",5001
"23594","ORC6L",23594
"5004","ORM1",5004
"5005","ORM2",5005
"94101","ORMDL1",94101
"29095","ORMDL2",29095
"94103","ORMDL3",94103
"10956","OS9",10956
"23762","OSBP2",23762
"114884","OSBPL10",114884
"114885","OSBPL11",114885
"114876","OSBPL1A",114876
"9885","OSBPL2",9885
"26031","OSBPL3",26031
"114879","OSBPL5",114879
"114880","OSBPL6",114880
"114881","OSBPL7",114881
"114882","OSBPL8",114882
"114883","OSBPL9",114883
"5007","OSBP",5007
"126014","OSCAR",126014
"127700","OSCP1",127700
"64172","OSGEPL1",64172
"55644","OSGEP",55644
"29948","OSGIN1",29948
"734","OSGIN2",734
"9180","OSMR",9180
"5008","OSM",5008
"130497","OSR1",130497
"116039","OSR2",116039
"100128731","OST4",100128731
"123264","OSTBETA",123264
"202459","OSTCL",202459
"58505","OSTC",58505
"26578","OSTF1",26578
"28962","OSTM1",28962
"344901","OSTN",344901
"200931","OSTalpha",200931
"5009","OTC",5009
"146183","OTOA",146183
"9381","OTOF",9381
"131149","OTOL1",131149
"133060","OTOP1",133060
"92736","OTOP2",92736
"347741","OTOP3",347741
"56914","OTOR",56914
"150677","OTOS",150677
"23440","OTP",23440
"55611","OTUB1",55611
"78990","OTUB2",78990
"220213","OTUD1",220213
"23252","OTUD3",23252
"54726","OTUD4",54726
"55593","OTUD5",55593
"139562","OTUD6A",139562
"51633","OTUD6B",51633
"161725","OTUD7A",161725
"56957","OTUD7B",56957
"5013","OTX1",5013
"5015","OTX2",5015
"124641","OVCA2",124641
"341350","OVCH1",341350
"341277","OVCH2",341277
"5016","OVGP1",5016
"5017","OVOL1",5017
"58495","OVOL2",58495
"5018","OXA1L",5018
"5019","OXCT1",5019
"64064","OXCT2",64064
"165140","OXER1",165140
"27199","OXGR1",27199
"92106","OXNAD1",92106
"55074","OXR1",55074
"54995","OXSM",54995
"9943","OXSR1",9943
"5021","OXTR",5021
"5020","OXT",5020
"5023","P2RX1",5023
"22953","P2RX2",22953
"5024","P2RX3",5024
"5025","P2RX4",5025
"5026","P2RX5",5026
"440799","P2RX6P",440799
"9127","P2RX6",9127
"5027","P2RX7",5027
"27334","P2RY10",27334
"5032","P2RY11",5032
"64805","P2RY12",64805
"53829","P2RY13",53829
"9934","P2RY14",9934
"5028","P2RY1",5028
"5029","P2RY2",5029
"5030","P2RY4",5030
"5031","P2RY6",5031
"286530","P2RY8",286530
"5033","P4HA1",5033
"8974","P4HA2",8974
"283208","P4HA3",283208
"5034","P4HB",5034
"54681","P4HTM",54681
"641455","P704P",641455
"647033","PA2G4P4",647033
"5036","PA2G4",5036
"80227","PAAF1",80227
"340529","PABPC1L2A",340529
"645974","PABPC1L2B",645974
"80336","PABPC1L",80336
"728773","PABPC1P2",728773
"26986","PABPC1",26986
"5042","PABPC3",5042
"132430","PABPC4L",132430
"8761","PABPC4",8761
"140886","PABPC5",140886
"390748","PABPN1L",390748
"8106","PABPN1",8106
"133015","PACRGL",133015
"135138","PACRG",135138
"55690","PACS1",55690
"23241","PACS2",23241
"29993","PACSIN1",29993
"11252","PACSIN2",11252
"29763","PACSIN3",29763
"29943","PADI1",29943
"11240","PADI2",11240
"51702","PADI3",51702
"23569","PADI4",23569
"353238","PADI6",353238
"5047","PAEP",5047
"54623","PAF1",54623
"5048","PAFAH1B1",5048
"5049","PAFAH1B2",5049
"5050","PAFAH1B3",5050
"5051","PAFAH2",5051
"55824","PAG1",55824
"8712","PAGE1",8712
"389860","PAGE2B",389860
"203569","PAGE2",203569
"139793","PAGE3",139793
"9506","PAGE4",9506
"90737","PAGE5",90737
"5053","PAH",5053
"10606","PAICS",10606
"10605","PAIP1",10605
"400961","PAIP2B",400961
"51247","PAIP2",51247
"55003","PAK1IP1",55003
"5058","PAK1",5058
"5062","PAK2",5062
"5063","PAK3",5063
"10298","PAK4",10298
"56924","PAK6",56924
"57144","PAK7",57144
"79728","PALB2",79728
"23022","PALLD",23022
"445815","PALM2-AKAP2",445815
"114299","PALM2",114299
"342979","PALM3",342979
"54873","PALMD",54873
"5064","PALM",5064
"25891","PAMR1",25891
"5066","PAM",5066
"9924","PAN2",9924
"255967","PAN3",255967
"53354","PANK1",53354
"80025","PANK2",80025
"79646","PANK3",79646
"55229","PANK4",55229
"24145","PANX1",24145
"56666","PANX2",56666
"116337","PANX3",116337
"196743","PAOX",196743
"167153","PAPD4",167153
"64282","PAPD5",64282
"11044","PAPD7",11044
"89932","PAPLN",89932
"390928","PAPL",390928
"10914","PAPOLA",10914
"56903","PAPOLB",56903
"64895","PAPOLG",64895
"60676","PAPPA2",60676
"5069","PAPPA",5069
"9061","PAPSS1",9061
"9060","PAPSS2",9060
"152559","PAQR3",152559
"124222","PAQR4",124222
"54852","PAQR5",54852
"79957","PAQR6",79957
"164091","PAQR7",164091
"85315","PAQR8",85315
"344838","PAQR9",344838
"347746","PAR-SN",347746
"145624","PAR1",145624
"347745","PAR4",347745
"8123","PAR5",8123
"117583","PARD3B",117583
"56288","PARD3",56288
"50855","PARD6A",50855
"84612","PARD6B",84612
"84552","PARD6G",84552
"8505","PARG",8505
"5071","PARK2",5071
"11315","PARK7",11315
"55486","PARL",55486
"25849","PARM1",25849
"5073","PARN",5073
"84875","PARP10",84875
"57097","PARP11",57097
"64761","PARP12",64761
"54625","PARP14",54625
"165631","PARP15",165631
"54956","PARP16",54956
"142","PARP1",142
"10038","PARP2",10038
"10039","PARP3",10039
"143","PARP4",143
"56965","PARP6",56965
"79668","PARP8",79668
"83666","PARP9",83666
"25973","PARS2",25973
"25859","PART1",25859
"55742","PARVA",55742
"29780","PARVB",29780
"64098","PARVG",64098
"139135","PASD1",139135
"23178","PASK",23178
"160065","PATE1",160065
"399967","PATE2",399967
"100169851","PATE3",100169851
"399968","PATE4",399968
"219988","PATL1",219988
"197135","PATL2",197135
"23598","PATZ1",23598
"5074","PAWR",5074
"5075","PAX1",5075
"5076","PAX2",5076
"5077","PAX3",5077
"5078","PAX4",5078
"5079","PAX5",5079
"5080","PAX6",5080
"5081","PAX7",5081
"7849","PAX8",7849
"5083","PAX9",5083
"22976","PAXIP1",22976
"55872","PBK",55872
"64081","PBLD",64081
"59351","PBOV1",59351
"55193","PBRM1",55193
"5087","PBX1",5087
"5089","PBX2",5089
"5090","PBX3",5090
"80714","PBX4",80714
"57326","PBXIP1",57326
"50652","PCA3",50652
"5092","PCBD1",5092
"84105","PCBD2",84105
"5093","PCBP1",5093
"5094","PCBP2",5094
"54039","PCBP3",54039
"57060","PCBP4",57060
"5095","PCCA",5095
"5096","PCCB",5096
"57575","PCDH10",57575
"27328","PCDH11X",27328
"83259","PCDH11Y",83259
"51294","PCDH12",51294
"65217","PCDH15",65217
"27253","PCDH17",27253
"54510","PCDH18",54510
"57526","PCDH19",57526
"5097","PCDH1",5097
"64881","PCDH20",64881
"5099","PCDH7",5099
"5100","PCDH8",5100
"5101","PCDH9",5101
"56139","PCDHA10",56139
"56138","PCDHA11",56138
"56137","PCDHA12",56137
"56136","PCDHA13",56136
"56147","PCDHA1",56147
"56146","PCDHA2",56146
"56145","PCDHA3",56145
"56144","PCDHA4",56144
"56143","PCDHA5",56143
"56142","PCDHA6",56142
"56141","PCDHA7",56141
"56140","PCDHA8",56140
"9752","PCDHA9",9752
"56135","PCDHAC1",56135
"56134","PCDHAC2",56134
"56126","PCDHB10",56126
"56125","PCDHB11",56125
"56124","PCDHB12",56124
"56123","PCDHB13",56123
"56122","PCDHB14",56122
"56121","PCDHB15",56121
"57717","PCDHB16",57717
"54661","PCDHB17",54661
"54660","PCDHB18",54660
"84054","PCDHB19P",84054
"29930","PCDHB1",29930
"56133","PCDHB2",56133
"56132","PCDHB3",56132
"56131","PCDHB4",56131
"26167","PCDHB5",26167
"56130","PCDHB6",56130
"56129","PCDHB7",56129
"56128","PCDHB8",56128
"56127","PCDHB9",56127
"56106","PCDHGA10",56106
"56105","PCDHGA11",56105
"26025","PCDHGA12",26025
"56114","PCDHGA1",56114
"56113","PCDHGA2",56113
"56112","PCDHGA3",56112
"56111","PCDHGA4",56111
"56110","PCDHGA5",56110
"56109","PCDHGA6",56109
"56108","PCDHGA7",56108
"9708","PCDHGA8",9708
"56107","PCDHGA9",56107
"56104","PCDHGB1",56104
"56103","PCDHGB2",56103
"56102","PCDHGB3",56102
"8641","PCDHGB4",8641
"56101","PCDHGB5",56101
"56100","PCDHGB6",56100
"56099","PCDHGB7",56099
"56120","PCDHGB8P",56120
"5098","PCDHGC3",5098
"56098","PCDHGC4",56098
"56097","PCDHGC5",56097
"200373","PCDP1",200373
"51585","PCF11",51585
"64002","PCGEM1",64002
"84759","PCGF1",84759
"7703","PCGF2",7703
"10336","PCGF3",10336
"84333","PCGF5",84333
"84108","PCGF6",84108
"55795","PCID2",55795
"63935","PCIF1",63935
"5105","PCK1",5105
"5106","PCK2",5106
"27445","PCLO",27445
"5108","PCM1",5108
"5110","PCMT1",5110
"115294","PCMTD1",115294
"55251","PCMTD2",55251
"359806","PCNAP1",359806
"5111","PCNA",5111
"57092","PCNP",57092
"5116","PCNT",5116
"80003","PCNXL2",80003
"399909","PCNXL3",399909
"22990","PCNX",22990
"26577","PCOLCE2",26577
"5118","PCOLCE",5118
"542767","PCOTH",542767
"126006","PCP2",126006
"654790","PCP4L1",654790
"5121","PCP4",5121
"27344","PCSK1N",27344
"5122","PCSK1",5122
"5126","PCSK2",5126
"54760","PCSK4",54760
"5125","PCSK5",5125
"5046","PCSK6",5046
"9159","PCSK7",9159
"255738","PCSK9",255738
"58488","PCTP",58488
"78991","PCYOX1L",78991
"51449","PCYOX1",51449
"5130","PCYT1A",5130
"9468","PCYT1B",9468
"5833","PCYT2",5833
"5091","PC",5091
"11333","PDAP1",11333
"11235","PDCD10",11235
"22984","PDCD11",22984
"80380","PDCD1LG2",80380
"5133","PDCD1",5133
"84306","PDCD2L",84306
"5134","PDCD2",5134
"27250","PDCD4",27250
"9141","PDCD5",9141
"10015","PDCD6IP",10015
"10016","PDCD6",10016
"10081","PDCD7",10081
"132954","PDCL2",132954
"79031","PDCL3",79031
"5082","PDCL",5082
"5132","PDC",5132
"347862","PDDC1",347862
"10846","PDE10A",10846
"50940","PDE11A",50940
"201626","PDE12",201626
"5136","PDE1A",5136
"5153","PDE1B",5153
"5137","PDE1C",5137
"5138","PDE2A",5138
"5139","PDE3A",5139
"5140","PDE3B",5140
"5141","PDE4A",5141
"5142","PDE4B",5142
"5143","PDE4C",5143
"9659","PDE4DIP",9659
"5144","PDE4D",5144
"8654","PDE5A",8654
"5145","PDE6A",5145
"5158","PDE6B",5158
"5146","PDE6C",5146
"5147","PDE6D",5147
"5148","PDE6G",5148
"5149","PDE6H",5149
"5150","PDE7A",5150
"27115","PDE7B",27115
"5151","PDE8A",5151
"8622","PDE8B",8622
"5152","PDE9A",5152
"64146","PDF",64146
"5154","PDGFA",5154
"5155","PDGFB",5155
"56034","PDGFC",56034
"80310","PDGFD",80310
"5156","PDGFRA",5156
"5159","PDGFRB",5159
"5157","PDGFRL",5157
"5160","PDHA1",5160
"5161","PDHA2",5161
"5162","PDHB",5162
"8050","PDHX",8050
"64714","PDIA2",64714
"171423","PDIA3P",171423
"2923","PDIA3",2923
"9601","PDIA4",9601
"10954","PDIA5",10954
"10130","PDIA6",10130
"149420","PDIK1L",149420
"204474","PDILT",204474
"5163","PDK1",5163
"5164","PDK2",5164
"5165","PDK3",5165
"5166","PDK4",5166
"9124","PDLIM1",9124
"64236","PDLIM2",64236
"27295","PDLIM3",27295
"8572","PDLIM4",8572
"10611","PDLIM5",10611
"9260","PDLIM7",9260
"54704","PDP1",54704
"57546","PDP2",57546
"5170","PDPK1",5170
"10630","PDPN",10630
"55066","PDPR",55066
"81572","PDRG1",81572
"23244","PDS5A",23244
"23047","PDS5B",23047
"23590","PDSS1",23590
"57107","PDSS2",57107
"3651","PDX1",3651
"23042","PDXDC1",23042
"283970","PDXDC2",283970
"8566","PDXK",8566
"57026","PDXP",57026
"5173","PDYN",5173
"51248","PDZD11",51248
"23037","PDZD2",23037
"79849","PDZD3",79849
"57595","PDZD4",57595
"79955","PDZD7",79955
"118987","PDZD8",118987
"255762","PDZD9",255762
"10158","PDZK1IP1",10158
"728939","PDZK1P1",728939
"5174","PDZK1",5174
"23024","PDZRN3",23024
"29951","PDZRN4",29951
"8682","PEA15",8682
"375033","PEAR1",375033
"5037","PEBP1",5037
"157310","PEBP4",157310
"5175","PECAM1",5175
"10455","PECI",10455
"55825","PECR",55825
"553115","PEF1",553115
"23089","PEG10",23089
"100169890","PEG3AS",100169890
"5178","PEG3",5178
"57162","PELI1",57162
"57161","PELI2",57161
"246330","PELI3",246330
"53918","PELO",53918
"27043","PELP1",27043
"10400","PEMT",10400
"5179","PENK",5179
"5184","PEPD",5184
"5187","PER1",5187
"8864","PER2",8864
"8863","PER3",8863
"168741","PER4",168741
"64065","PERP",64065
"23481","PES1",23481
"5188","PET112L",5188
"5192","PEX10",5192
"8800","PEX11A",8800
"8799","PEX11B",8799
"92960","PEX11G",92960
"5193","PEX12",5193
"5194","PEX13",5194
"5195","PEX14",5195
"9409","PEX16",9409
"5824","PEX19",5824
"5189","PEX1",5189
"55670","PEX26",55670
"5828","PEX2",5828
"8504","PEX3",8504
"51555","PEX5L",51555
"5830","PEX5",5830
"5190","PEX6",5190
"5191","PEX7",5191
"5197","PF4V1",5197
"5196","PF4",5196
"5198","PFAS",5198
"5201","PFDN1",5201
"5202","PFDN2",5202
"5203","PFDN4",5203
"5204","PFDN5",5204
"10471","PFDN6",10471
"5207","PFKFB1",5207
"5208","PFKFB2",5208
"5209","PFKFB3",5209
"5210","PFKFB4",5210
"5211","PFKL",5211
"5213","PFKM",5213
"5214","PFKP",5214
"5216","PFN1",5216
"5217","PFN2",5217
"345456","PFN3",345456
"375189","PFN4",375189
"643834","PGA3",643834
"643847","PGA4",643847
"5222","PGA5",5222
"5223","PGAM1",5223
"5224","PGAM2",5224
"441531","PGAM4",441531
"192111","PGAM5",192111
"80055","PGAP1",80055
"27315","PGAP2",27315
"93210","PGAP3",93210
"84547","PGBD1",84547
"267002","PGBD2",267002
"267004","PGBD3",267004
"161779","PGBD4",161779
"79605","PGBD5",79605
"10404","PGCP",10404
"5225","PGC",5225
"5226","PGD",5226
"5228","PGF",5228
"5229","PGGT1B",5229
"5230","PGK1",5230
"5232","PGK2",5232
"25796","PGLS",25796
"8993","PGLYRP1",8993
"114770","PGLYRP2",114770
"114771","PGLYRP3",114771
"57115","PGLYRP4",57115
"5236","PGM1",5236
"283209","PGM2L1",283209
"55276","PGM2",55276
"5238","PGM3",5238
"595135","PGM5P2",595135
"5239","PGM5",5239
"145814","PGPEP1L",145814
"54858","PGPEP1",54858
"283871","PGP",283871
"10857","PGRMC1",10857
"10424","PGRMC2",10424
"5241","PGR",5241
"9489","PGS1",9489
"221692","PHACTR1",221692
"9749","PHACTR2",9749
"116154","PHACTR3",116154
"65979","PHACTR4",65979
"51808","PHAX",51808
"11331","PHB2",11331
"5245","PHB",5245
"1911","PHC1",1911
"1912","PHC2",1912
"80012","PHC3",80012
"5251","PHEX",5251
"55274","PHF10",55274
"51131","PHF11",51131
"57649","PHF12",57649
"148479","PHF13",148479
"9678","PHF14",9678
"23338","PHF15",23338
"9767","PHF16",9767
"79960","PHF17",79960
"26147","PHF19",26147
"5252","PHF1",5252
"51105","PHF20L1",51105
"51230","PHF20",51230
"51317","PHF21A",51317
"112885","PHF21B",112885
"79142","PHF23",79142
"5253","PHF2",5253
"23469","PHF3",23469
"84844","PHF5A",84844
"84295","PHF6",84295
"51533","PHF7",51533
"23133","PHF8",23133
"26227","PHGDH",26227
"644844","PHGR1",644844
"55023","PHIP",55023
"5255","PHKA1",5255
"5256","PHKA2",5256
"5257","PHKB",5257
"5260","PHKG1",5260
"5261","PHKG2",5261
"22822","PHLDA1",22822
"7262","PHLDA2",7262
"23612","PHLDA3",23612
"23187","PHLDB1",23187
"90102","PHLDB2",90102
"653583","PHLDB3",653583
"23239","PHLPP1",23239
"23035","PHLPP2",23035
"162466","PHOSPHO1",162466
"493911","PHOSPHO2",493911
"401","PHOX2A",401
"8929","PHOX2B",8929
"29085","PHPT1",29085
"57661","PHRF1",57661
"10745","PHTF1",10745
"57157","PHTF2",57157
"254295","PHYHD1",254295
"84457","PHYHIPL",84457
"9796","PHYHIP",9796
"5264","PHYH",5264
"51050","PI15",51050
"221476","PI16",221476
"5266","PI3",5266
"55361","PI4K2A",55361
"55300","PI4K2B",55300
"728233","PI4KAP1",728233
"375133","PI4KAP2",375133
"5297","PI4KA",5297
"5298","PI4KB",5298
"8554","PIAS1",8554
"9063","PIAS2",9063
"10401","PIAS3",10401
"51588","PIAS4",51588
"10464","PIBF1",10464
"8301","PICALM",8301
"9463","PICK1",9463
"55022","PID1",55022
"80119","PIF1",80119
"5277","PIGA",5277
"9488","PIGB",9488
"5279","PIGC",5279
"5281","PIGF",5281
"54872","PIGG",54872
"5283","PIGH",5283
"10026","PIGK",10026
"9487","PIGL",9487
"93183","PIGM",93183
"23556","PIGN",23556
"84720","PIGO",84720
"51227","PIGP",51227
"9091","PIGQ",9091
"5284","PIGR",5284
"94005","PIGS",94005
"51604","PIGT",51604
"128869","PIGU",128869
"55650","PIGV",55650
"284098","PIGW",284098
"54965","PIGX",54965
"84992","PIGY",84992
"80235","PIGZ",80235
"55011","PIH1D1",55011
"120379","PIH1D2",120379
"118788","PIK3AP1",118788
"5286","PIK3C2A",5286
"5287","PIK3C2B",5287
"5288","PIK3C2G",5288
"5289","PIK3C3",5289
"5290","PIK3CA",5290
"5291","PIK3CB",5291
"5293","PIK3CD",5293
"5294","PIK3CG",5294
"113791","PIK3IP1",113791
"5295","PIK3R1",5295
"5296","PIK3R2",5296
"8503","PIK3R3",8503
"30849","PIK3R4",30849
"23533","PIK3R5",23533
"146850","PIK3R6",146850
"200576","PIKFYVE",200576
"29992","PILRA",29992
"29990","PILRB",29990
"5292","PIM1",5292
"11040","PIM2",11040
"415116","PIM3",415116
"5301","PIN1L",5301
"5300","PIN1",5300
"5303","PIN4",5303
"65018","PINK1",65018
"54984","PINX1",54984
"54103","PION",54103
"5305","PIP4K2A",5305
"8396","PIP4K2B",8396
"79837","PIP4K2C",79837
"8394","PIP5K1A",8394
"8395","PIP5K1B",8395
"23396","PIP5K1C",23396
"206426","PIP5K1P1",206426
"138429","PIP5KL1",138429
"51268","PIPOX",51268
"266971","PIPSL",266971
"5304","PIP",5304
"644139","PIRT",644139
"8544","PIR",8544
"23761","PISD",23761
"140464","PISRT1",140464
"5306","PITPNA",5306
"23760","PITPNB",23760
"26207","PITPNC1",26207
"9600","PITPNM1",9600
"57605","PITPNM2",57605
"83394","PITPNM3",83394
"10531","PITRM1",10531
"5307","PITX1",5307
"5308","PITX2",5308
"5309","PITX3",5309
"9271","PIWIL1",9271
"55124","PIWIL2",55124
"440822","PIWIL3",440822
"143689","PIWIL4",143689
"64219","PJA1",64219
"9867","PJA2",9867
"168507","PKD1L1",168507
"114780","PKD1L2",114780
"342372","PKD1L3",342372
"5310","PKD1",5310
"9033","PKD2L1",9033
"27039","PKD2L2",27039
"5311","PKD2",5311
"91461","PKDCC",91461
"10343","PKDREJ",10343
"93035","PKHD1L1",93035
"5314","PKHD1",5314
"5569","PKIA",5569
"5570","PKIB",5570
"11142","PKIG",11142
"5313","PKLR",5313
"5315","PKM2",5315
"9088","PKMYT1",9088
"5585","PKN1",5585
"5586","PKN2",5586
"29941","PKN3",29941
"5316","PKNOX1",5316
"63876","PKNOX2",63876
"5317","PKP1",5317
"5318","PKP2",5318
"11187","PKP3",11187
"8502","PKP4",8502
"647087","PL-5283",647087
"51365","PLA1A",51365
"8399","PLA2G10",8399
"81579","PLA2G12A",81579
"84647","PLA2G12B",84647
"23659","PLA2G15",23659
"11145","PLA2G16",11145
"5319","PLA2G1B",5319
"5320","PLA2G2A",5320
"391013","PLA2G2C",391013
"26279","PLA2G2D",26279
"30814","PLA2G2E",30814
"64600","PLA2G2F",64600
"50487","PLA2G3",50487
"5321","PLA2G4A",5321
"8605","PLA2G4C",8605
"283748","PLA2G4D",283748
"123745","PLA2G4E",123745
"255189","PLA2G4F",255189
"5322","PLA2G5",5322
"8398","PLA2G6",8398
"7941","PLA2G7",7941
"22925","PLA2R1",22925
"9373","PLAA",9373
"219990","PLAC1L",219990
"10761","PLAC1",10761
"257000","PLAC2",257000
"191585","PLAC4",191585
"153770","PLAC8L1",153770
"51316","PLAC8",51316
"219348","PLAC9",219348
"5324","PLAG1",5324
"5325","PLAGL1",5325
"5326","PLAGL2",5326
"5327","PLAT",5327
"5329","PLAUR",5329
"5328","PLAU",5328
"151056","PLB1",151056
"79887","PLBD1",79887
"196463","PLBD2",196463
"23236","PLCB1",23236
"5330","PLCB2",5330
"5331","PLCB3",5331
"5332","PLCB4",5332
"5333","PLCD1",5333
"113026","PLCD3",113026
"84812","PLCD4",84812
"51196","PLCE1",51196
"5335","PLCG1",5335
"5336","PLCG2",5336
"23007","PLCH1",23007
"9651","PLCH2",9651
"5334","PLCL1",5334
